Zip Code,Demographic,Percent,Year,BOROUGH
10039,Female,55.3,2019,MANHATTAN
10039,White,17.7,2019,MANHATTAN
10039,Black,67.5,2019,MANHATTAN
10039,Asian,1.9,2019,MANHATTAN
10039,Hispanic,32.5,2019,MANHATTAN
10040,Male,47.0,2017,MANHATTAN
10040,Female,53.0,2017,MANHATTAN
10040,White,40.5,2017,MANHATTAN
10040,Black,13.7,2017,MANHATTAN
10040,Asian,3.3,2017,MANHATTAN
10040,Hispanic,69.6,2017,MANHATTAN
10040,Male,46.6,2018,MANHATTAN
10040,Female,53.4,2018,MANHATTAN
10040,White,41.9,2018,MANHATTAN
10040,Black,14.3,2018,MANHATTAN
10040,Asian,3.7,2018,MANHATTAN
10040,Hispanic,69.5,2018,MANHATTAN
10040,Male,45.7,2019,MANHATTAN
10040,Female,54.3,2019,MANHATTAN
10040,White,42.4,2019,MANHATTAN
10040,Black,14.5,2019,MANHATTAN
10040,Asian,3.5,2019,MANHATTAN
10040,Hispanic,68.7,2019,MANHATTAN
10044,Male,46.8,2017,MANHATTAN
10044,Female,53.2,2017,MANHATTAN
10044,White,52.3,2017,MANHATTAN
10044,Black,14.2,2017,MANHATTAN
10044,Asian,32.9,2017,MANHATTAN
10044,Hispanic,13.6,2017,MANHATTAN
10044,Male,47.1,2018,MANHATTAN
10044,Female,52.9,2018,MANHATTAN
10044,White,49.2,2018,MANHATTAN
10044,Black,13.2,2018,MANHATTAN
10044,Asian,36.1,2018,MANHATTAN
10044,Hispanic,13.3,2018,MANHATTAN
10044,Male,49.4,2019,MANHATTAN
10044,Female,50.6,2019,MANHATTAN
10044,White,45.9,2019,MANHATTAN
10044,Black,15.8,2019,MANHATTAN
10044,Asian,36.1,2019,MANHATTAN
10044,Hispanic,12.9,2019,MANHATTAN
10065,Male,44.5,2017,MANHATTAN
10065,Female,55.5,2017,MANHATTAN
10065,White,89.6,2017,MANHATTAN
10065,Black,2.5,2017,MANHATTAN
10065,Asian,8.3,2017,MANHATTAN
10065,Hispanic,6.2,2017,MANHATTAN
10065,Male,43.6,2018,MANHATTAN
10065,Female,56.4,2018,MANHATTAN
10065,White,87.6,2018,MANHATTAN
10065,Black,2.4,2018,MANHATTAN
10065,Asian,10.5,2018,MANHATTAN
10065,Hispanic,6.6,2018,MANHATTAN
10065,Male,44.7,2019,MANHATTAN
10065,Female,55.3,2019,MANHATTAN
10065,White,85.6,2019,MANHATTAN
10065,Black,2.4,2019,MANHATTAN
10065,Asian,12.7,2019,MANHATTAN
10065,Hispanic,7.8,2019,MANHATTAN
10069,Male,47.2,2017,MANHATTAN
10069,Female,52.8,2017,MANHATTAN
10069,White,73.4,2017,MANHATTAN
10069,Black,4.0,2017,MANHATTAN
10069,Asian,25.0,2017,MANHATTAN
10069,Hispanic,1.0,2017,MANHATTAN
10069,Male,46.3,2018,MANHATTAN
10069,Female,53.7,2018,MANHATTAN
10069,White,65.5,2018,MANHATTAN
10069,Black,3.9,2018,MANHATTAN
10069,Asian,33.3,2018,MANHATTAN
10069,Hispanic,1.1,2018,MANHATTAN
10069,Male,46.6,2019,MANHATTAN
10069,Female,53.4,2019,MANHATTAN
10069,White,66.1,2019,MANHATTAN
10069,Black,4.5,2019,MANHATTAN
10069,Asian,31.7,2019,MANHATTAN
10069,Hispanic,3.8,2019,MANHATTAN
10075,Male,45.6,2017,MANHATTAN
10075,Female,54.4,2017,MANHATTAN
10075,White,90.0,2017,MANHATTAN
10075,Black,1.5,2017,MANHATTAN
10075,Asian,5.3,2017,MANHATTAN
10075,Hispanic,14.0,2017,MANHATTAN
10075,Male,46.8,2018,MANHATTAN
10075,Female,53.2,2018,MANHATTAN
10075,White,86.7,2018,MANHATTAN
10075,Black,3.4,2018,MANHATTAN
10075,Asian,5.7,2018,MANHATTAN
10075,Hispanic,14.2,2018,MANHATTAN
10075,Male,45.4,2019,MANHATTAN
10075,Female,54.6,2019,MANHATTAN
10075,White,86.0,2019,MANHATTAN
10075,Black,4.4,2019,MANHATTAN
10075,Asian,7.9,2019,MANHATTAN
10075,Hispanic,15.6,2019,MANHATTAN
10128,Male,42.1,2017,MANHATTAN
10128,Female,57.9,2017,MANHATTAN
10128,White,82.7,2017,MANHATTAN
10128,Black,5.8,2017,MANHATTAN
10128,Asian,12.0,2017,MANHATTAN
10128,Hispanic,12.5,2017,MANHATTAN
10128,Male,42.8,2018,MANHATTAN
10128,Female,57.2,2018,MANHATTAN
10128,White,82.9,2018,MANHATTAN
10128,Black,4.7,2018,MANHATTAN
10128,Asian,12.4,2018,MANHATTAN
10128,Hispanic,12.3,2018,MANHATTAN
10128,Male,42.9,2019,MANHATTAN
10128,Female,57.1,2019,MANHATTAN
10128,White,82.6,2019,MANHATTAN
10128,Black,4.7,2019,MANHATTAN
10128,Asian,12.3,2019,MANHATTAN
10128,Hispanic,12.9,2019,MANHATTAN
10280,Male,50.3,2017,MANHATTAN
10280,Female,49.7,2017,MANHATTAN
10280,White,77.5,2017,MANHATTAN
10280,Black,3.1,2017,MANHATTAN
10280,Asian,19.8,2017,MANHATTAN
10280,Hispanic,8.7,2017,MANHATTAN
10280,Male,47.7,2018,MANHATTAN
10280,Female,52.3,2018,MANHATTAN
10280,White,81.1,2018,MANHATTAN
10280,Black,3.5,2018,MANHATTAN
10280,Asian,16.6,2018,MANHATTAN
10280,Hispanic,8.8,2018,MANHATTAN
10280,Male,51.7,2019,MANHATTAN
10280,Female,48.3,2019,MANHATTAN
10280,White,79.7,2019,MANHATTAN
10280,Black,5.1,2019,MANHATTAN
10280,Asian,19.3,2019,MANHATTAN
10280,Hispanic,11.4,2019,MANHATTAN
10282,Male,50.4,2017,MANHATTAN
10282,Female,49.6,2017,MANHATTAN
10282,White,81.7,2017,MANHATTAN
10282,Black,2.7,2017,MANHATTAN
10282,Asian,20.1,2017,MANHATTAN
10282,Hispanic,5.6,2017,MANHATTAN
10282,Male,48.4,2018,MANHATTAN
10282,Female,51.6,2018,MANHATTAN
10282,White,77.9,2018,MANHATTAN
10282,Black,1.1,2018,MANHATTAN
10282,Asian,24.4,2018,MANHATTAN
10282,Hispanic,7.6,2018,MANHATTAN
10282,Male,50.0,2019,MANHATTAN
10282,Female,50.0,2019,MANHATTAN
10282,White,78.9,2019,MANHATTAN
10282,Black,1.0,2019,MANHATTAN
10282,Asian,23.2,2019,MANHATTAN
10282,Hispanic,6.6,2019,MANHATTAN
10301,Male,48.0,2017,STATEN ISLAND
10301,Female,52.0,2017,STATEN ISLAND
10301,White,59.9,2017,STATEN ISLAND
10301,Black,31.2,2017,STATEN ISLAND
10301,Asian,6.5,2017,STATEN ISLAND
10301,Hispanic,24.3,2017,STATEN ISLAND
10301,Male,47.6,2018,STATEN ISLAND
10301,Female,52.4,2018,STATEN ISLAND
10301,White,62.8,2018,STATEN ISLAND
10301,Black,30.1,2018,STATEN ISLAND
10301,Asian,6.7,2018,STATEN ISLAND
10301,Hispanic,24.8,2018,STATEN ISLAND
10301,Male,48.1,2019,STATEN ISLAND
10301,Female,51.9,2019,STATEN ISLAND
10301,White,63.7,2019,STATEN ISLAND
10301,Black,27.1,2019,STATEN ISLAND
10301,Asian,7.3,2019,STATEN ISLAND
10301,Hispanic,24.7,2019,STATEN ISLAND
10302,Male,51.1,2017,STATEN ISLAND
10302,Female,48.9,2017,STATEN ISLAND
10302,White,66.9,2017,STATEN ISLAND
10302,Black,20.1,2017,STATEN ISLAND
10302,Asian,8.4,2017,STATEN ISLAND
10302,Hispanic,40.5,2017,STATEN ISLAND
10302,Male,51.2,2018,STATEN ISLAND
10302,Female,48.8,2018,STATEN ISLAND
10302,White,64.3,2018,STATEN ISLAND
10302,Black,22.1,2018,STATEN ISLAND
10302,Asian,8.4,2018,STATEN ISLAND
10302,Hispanic,41.1,2018,STATEN ISLAND
10302,Male,51.7,2019,STATEN ISLAND
10302,Female,48.3,2019,STATEN ISLAND
10302,White,60.7,2019,STATEN ISLAND
10302,Black,23.5,2019,STATEN ISLAND
10302,Asian,10.0,2019,STATEN ISLAND
10302,Hispanic,38.9,2019,STATEN ISLAND
10303,Male,48.4,2017,STATEN ISLAND
10303,Female,51.6,2017,STATEN ISLAND
10303,White,46.2,2017,STATEN ISLAND
10303,Black,38.4,2017,STATEN ISLAND
10303,Asian,8.3,2017,STATEN ISLAND
10303,Hispanic,37.5,2017,STATEN ISLAND
10303,Male,49.4,2018,STATEN ISLAND
10303,Female,50.6,2018,STATEN ISLAND
10303,White,46.5,2018,STATEN ISLAND
10303,Black,37.7,2018,STATEN ISLAND
10303,Asian,9.0,2018,STATEN ISLAND
10303,Hispanic,38.9,2018,STATEN ISLAND
10303,Male,49.4,2019,STATEN ISLAND
10303,Female,50.6,2019,STATEN ISLAND
10303,White,49.2,2019,STATEN ISLAND
10303,Black,36.5,2019,STATEN ISLAND
10303,Asian,8.7,2019,STATEN ISLAND
10303,Hispanic,39.4,2019,STATEN ISLAND
10304,Male,48.5,2017,STATEN ISLAND
10304,Female,51.5,2017,STATEN ISLAND
10304,White,54.7,2017,STATEN ISLAND
10304,Black,28.3,2017,STATEN ISLAND
10304,Asian,10.8,2017,STATEN ISLAND
10304,Hispanic,25.7,2017,STATEN ISLAND
10304,Male,49.3,2018,STATEN ISLAND
10304,Female,50.7,2018,STATEN ISLAND
10304,White,53.8,2018,STATEN ISLAND
10304,Black,29.1,2018,STATEN ISLAND
10304,Asian,10.5,2018,STATEN ISLAND
10304,Hispanic,25.2,2018,STATEN ISLAND
10304,Male,49.8,2019,STATEN ISLAND
10304,Female,50.2,2019,STATEN ISLAND
10304,White,52.4,2019,STATEN ISLAND
10304,Black,29.9,2019,STATEN ISLAND
10304,Asian,11.5,2019,STATEN ISLAND
10304,Hispanic,23.5,2019,STATEN ISLAND
10305,Male,47.9,2017,STATEN ISLAND
10305,Female,52.1,2017,STATEN ISLAND
10305,White,76.8,2017,STATEN ISLAND
10305,Black,6.7,2017,STATEN ISLAND
10305,Asian,12.7,2017,STATEN ISLAND
10305,Hispanic,18.1,2017,STATEN ISLAND
10305,Male,47.6,2018,STATEN ISLAND
10305,Female,52.4,2018,STATEN ISLAND
10305,White,75.5,2018,STATEN ISLAND
10305,Black,7.7,2018,STATEN ISLAND
10305,Asian,14.1,2018,STATEN ISLAND
10305,Hispanic,16.4,2018,STATEN ISLAND
10305,Male,48.3,2019,STATEN ISLAND
10305,Female,51.7,2019,STATEN ISLAND
10305,White,73.0,2019,STATEN ISLAND
10305,Black,8.5,2019,STATEN ISLAND
10305,Asian,16.1,2019,STATEN ISLAND
10305,Hispanic,16.0,2019,STATEN ISLAND
10306,Male,46.9,2017,STATEN ISLAND
10306,Female,53.1,2017,STATEN ISLAND
10306,White,87.6,2017,STATEN ISLAND
10306,Black,3.8,2017,STATEN ISLAND
10306,Asian,7.1,2017,STATEN ISLAND
10306,Hispanic,14.6,2017,STATEN ISLAND
10306,Male,46.9,2018,STATEN ISLAND
10306,Female,53.1,2018,STATEN ISLAND
10306,White,87.9,2018,STATEN ISLAND
10306,Black,4.9,2018,STATEN ISLAND
10306,Asian,6.7,2018,STATEN ISLAND
10306,Hispanic,14.7,2018,STATEN ISLAND
10306,Male,47.1,2019,STATEN ISLAND
10306,Female,52.9,2019,STATEN ISLAND
10306,White,86.4,2019,STATEN ISLAND
10306,Black,5.2,2019,STATEN ISLAND
10306,Asian,8.3,2019,STATEN ISLAND
10306,Hispanic,15.6,2019,STATEN ISLAND
10307,Male,49.4,2017,STATEN ISLAND
10307,Female,50.6,2017,STATEN ISLAND
10307,White,95.2,2017,STATEN ISLAND
10307,Black,0.3,2017,STATEN ISLAND
10307,Asian,3.1,2017,STATEN ISLAND
10307,Hispanic,9.3,2017,STATEN ISLAND
10307,Male,48.9,2018,STATEN ISLAND
10307,Female,51.1,2018,STATEN ISLAND
10307,White,94.4,2018,STATEN ISLAND
10307,Black,0.4,2018,STATEN ISLAND
10307,Asian,3.1,2018,STATEN ISLAND
10307,Hispanic,9.2,2018,STATEN ISLAND
10307,Male,48.3,2019,STATEN ISLAND
10307,Female,51.7,2019,STATEN ISLAND
10307,White,92.2,2019,STATEN ISLAND
10307,Black,0.4,2019,STATEN ISLAND
10307,Asian,5.0,2019,STATEN ISLAND
10307,Hispanic,10.0,2019,STATEN ISLAND
10308,Male,48.3,2017,STATEN ISLAND
10308,Female,51.7,2017,STATEN ISLAND
10308,White,93.2,2017,STATEN ISLAND
10308,Black,1.3,2017,STATEN ISLAND
10308,Asian,4.8,2017,STATEN ISLAND
10308,Hispanic,11.0,2017,STATEN ISLAND
10308,Male,48.3,2018,STATEN ISLAND
10308,Female,51.7,2018,STATEN ISLAND
10308,White,92.7,2018,STATEN ISLAND
10308,Black,1.5,2018,STATEN ISLAND
10308,Asian,5.1,2018,STATEN ISLAND
10308,Hispanic,9.6,2018,STATEN ISLAND
10308,Male,47.8,2019,STATEN ISLAND
10308,Female,52.2,2019,STATEN ISLAND
10308,White,93.1,2019,STATEN ISLAND
10308,Black,1.5,2019,STATEN ISLAND
10308,Asian,5.1,2019,STATEN ISLAND
10308,Hispanic,8.7,2019,STATEN ISLAND
10309,Male,50.8,2017,STATEN ISLAND
10309,Female,49.2,2017,STATEN ISLAND
10309,White,93.1,2017,STATEN ISLAND
10309,Black,1.3,2017,STATEN ISLAND
10309,Asian,4.0,2017,STATEN ISLAND
10309,Hispanic,8.0,2017,STATEN ISLAND
10309,Male,50.2,2018,STATEN ISLAND
10309,Female,49.8,2018,STATEN ISLAND
10309,White,92.5,2018,STATEN ISLAND
10309,Black,0.9,2018,STATEN ISLAND
10309,Asian,3.9,2018,STATEN ISLAND
10309,Hispanic,9.3,2018,STATEN ISLAND
10309,Male,50.0,2019,STATEN ISLAND
10309,Female,50.0,2019,STATEN ISLAND
10309,White,94.1,2019,STATEN ISLAND
10309,Black,0.8,2019,STATEN ISLAND
10309,Asian,3.6,2019,STATEN ISLAND
10309,Hispanic,9.7,2019,STATEN ISLAND
10310,Male,49.0,2017,STATEN ISLAND
10310,Female,51.0,2017,STATEN ISLAND
10310,White,62.5,2017,STATEN ISLAND
10310,Black,24.7,2017,STATEN ISLAND
10310,Asian,7.6,2017,STATEN ISLAND
10310,Hispanic,30.8,2017,STATEN ISLAND
10310,Male,47.6,2018,STATEN ISLAND
10310,Female,52.4,2018,STATEN ISLAND
10310,White,62.3,2018,STATEN ISLAND
10310,Black,23.2,2018,STATEN ISLAND
10310,Asian,7.1,2018,STATEN ISLAND
10310,Hispanic,31.6,2018,STATEN ISLAND
10310,Male,47.6,2019,STATEN ISLAND
10310,Female,52.4,2019,STATEN ISLAND
10310,White,62.9,2019,STATEN ISLAND
10310,Black,23.4,2019,STATEN ISLAND
10310,Asian,6.5,2019,STATEN ISLAND
10310,Hispanic,31.1,2019,STATEN ISLAND
10312,Male,48.0,2017,STATEN ISLAND
10312,Female,52.0,2017,STATEN ISLAND
10312,White,92.4,2017,STATEN ISLAND
10312,Black,1.5,2017,STATEN ISLAND
10312,Asian,6.3,2017,STATEN ISLAND
10312,Hispanic,9.8,2017,STATEN ISLAND
10312,Male,48.4,2018,STATEN ISLAND
10312,Female,51.6,2018,STATEN ISLAND
10312,White,92.1,2018,STATEN ISLAND
10312,Black,1.7,2018,STATEN ISLAND
10312,Asian,6.3,2018,STATEN ISLAND
10312,Hispanic,10.1,2018,STATEN ISLAND
10312,Male,47.8,2019,STATEN ISLAND
10312,Female,52.2,2019,STATEN ISLAND
10312,White,92.6,2019,STATEN ISLAND
10312,Black,1.3,2019,STATEN ISLAND
10312,Asian,6.0,2019,STATEN ISLAND
10312,Hispanic,11.3,2019,STATEN ISLAND
10314,Male,48.1,2017,STATEN ISLAND
10314,Female,51.9,2017,STATEN ISLAND
10314,White,76.3,2017,STATEN ISLAND
10314,Black,5.1,2017,STATEN ISLAND
10314,Asian,17.0,2017,STATEN ISLAND
10314,Hispanic,14.2,2017,STATEN ISLAND
10314,Male,48.2,2018,STATEN ISLAND
10314,Female,51.8,2018,STATEN ISLAND
10314,White,74.9,2018,STATEN ISLAND
10314,Black,4.9,2018,STATEN ISLAND
10314,Asian,18.2,2018,STATEN ISLAND
10314,Hispanic,15.1,2018,STATEN ISLAND
10314,Male,48.3,2019,STATEN ISLAND
10314,Female,51.7,2019,STATEN ISLAND
10314,White,75.3,2019,STATEN ISLAND
10314,Black,4.5,2019,STATEN ISLAND
10314,Asian,18.5,2019,STATEN ISLAND
10314,Hispanic,15.3,2019,STATEN ISLAND
10451,Male,46.7,2017,BRONX
10451,Female,53.3,2017,BRONX
10451,White,14.2,2017,BRONX
10451,Black,42.4,2017,BRONX
10451,Asian,2.2,2017,BRONX
10451,Hispanic,58.0,2017,BRONX
10451,Male,46.7,2018,BRONX
10451,Female,53.3,2018,BRONX
10451,White,14.9,2018,BRONX
10451,Black,43.7,2018,BRONX
10451,Asian,1.6,2018,BRONX
10451,Hispanic,59.1,2018,BRONX
10451,Male,47.5,2019,BRONX
10451,Female,52.5,2019,BRONX
10451,White,17.1,2019,BRONX
10451,Black,43.9,2019,BRONX
10451,Asian,1.8,2019,BRONX
10451,Hispanic,60.7,2019,BRONX
10452,Male,46.7,2017,BRONX
10452,Female,53.3,2017,BRONX
10452,White,14.5,2017,BRONX
10452,Black,34.0,2017,BRONX
10452,Asian,1.8,2017,BRONX
10452,Hispanic,69.3,2017,BRONX
10452,Male,45.7,2018,BRONX
10452,Female,54.3,2018,BRONX
10452,White,15.9,2018,BRONX
10452,Black,36.3,2018,BRONX
10452,Asian,2.0,2018,BRONX
10452,Hispanic,68.1,2018,BRONX
10452,Male,45.6,2019,BRONX
10452,Female,54.4,2019,BRONX
10452,White,16.7,2019,BRONX
10452,Black,35.0,2019,BRONX
10452,Asian,2.2,2019,BRONX
10452,Hispanic,69.4,2019,BRONX
10453,Male,45.0,2017,BRONX
10453,Female,55.0,2017,BRONX
10453,White,10.5,2017,BRONX
10453,Black,33.3,2017,BRONX
10453,Asian,2.1,2017,BRONX
10453,Hispanic,68.8,2017,BRONX
10453,Male,45.5,2018,BRONX
10453,Female,54.5,2018,BRONX
10453,White,10.3,2018,BRONX
10453,Black,34.0,2018,BRONX
10453,Asian,1.8,2018,BRONX
10453,Hispanic,69.2,2018,BRONX
10453,Male,46.0,2019,BRONX
10453,Female,54.0,2019,BRONX
10453,White,11.7,2019,BRONX
10453,Black,35.8,2019,BRONX
10453,Asian,2.0,2019,BRONX
10453,Hispanic,69.2,2019,BRONX
10454,Male,47.2,2017,BRONX
10454,Female,52.8,2017,BRONX
10454,White,14.4,2017,BRONX
10454,Black,31.0,2017,BRONX
10454,Asian,1.1,2017,BRONX
10454,Hispanic,69.5,2017,BRONX
10454,Male,48.3,2018,BRONX
10454,Female,51.7,2018,BRONX
10454,White,14.6,2018,BRONX
10454,Black,33.9,2018,BRONX
10454,Asian,0.8,2018,BRONX
10454,Hispanic,67.9,2018,BRONX
10454,Male,47.9,2019,BRONX
10454,Female,52.1,2019,BRONX
10454,White,18.2,2019,BRONX
10454,Black,35.4,2019,BRONX
10454,Asian,0.5,2019,BRONX
10454,Hispanic,67.8,2019,BRONX
10455,Male,48.2,2017,BRONX
10455,Female,51.8,2017,BRONX
10455,White,12.9,2017,BRONX
10455,Black,31.1,2017,BRONX
10455,Asian,1.3,2017,BRONX
10455,Hispanic,72.9,2017,BRONX
10455,Male,47.7,2018,BRONX
10455,Female,52.3,2018,BRONX
10455,White,13.9,2018,BRONX
10455,Black,32.0,2018,BRONX
10455,Asian,1.7,2018,BRONX
10455,Hispanic,71.8,2018,BRONX
10455,Male,46.8,2019,BRONX
10455,Female,53.2,2019,BRONX
10455,White,15.4,2019,BRONX
10455,Black,32.5,2019,BRONX
10455,Asian,1.3,2019,BRONX
10455,Hispanic,71.7,2019,BRONX
10456,Male,46.0,2017,BRONX
10456,Female,54.0,2017,BRONX
10456,White,10.8,2017,BRONX
10456,Black,44.1,2017,BRONX
10456,Asian,1.6,2017,BRONX
10456,Hispanic,60.3,2017,BRONX
10456,Male,46.5,2018,BRONX
10456,Female,53.5,2018,BRONX
10456,White,12.4,2018,BRONX
10456,Black,44.8,2018,BRONX
10456,Asian,1.4,2018,BRONX
10456,Hispanic,61.5,2018,BRONX
10456,Male,47.6,2019,BRONX
10456,Female,52.4,2019,BRONX
10456,White,14.4,2019,BRONX
10456,Black,48.9,2019,BRONX
10456,Asian,1.2,2019,BRONX
10456,Hispanic,59.1,2019,BRONX
10457,Male,47.2,2017,BRONX
10457,Female,52.8,2017,BRONX
10457,White,14.3,2017,BRONX
10457,Black,41.8,2017,BRONX
10457,Asian,1.8,2017,BRONX
10457,Hispanic,63.5,2017,BRONX
10457,Male,47.1,2018,BRONX
10457,Female,52.9,2018,BRONX
10457,White,16.9,2018,BRONX
10457,Black,42.5,2018,BRONX
10457,Asian,1.2,2018,BRONX
10457,Hispanic,66.6,2018,BRONX
10457,Male,45.9,2019,BRONX
10457,Female,54.1,2019,BRONX
10457,White,19.5,2019,BRONX
10457,Black,46.8,2019,BRONX
10457,Asian,1.3,2019,BRONX
10457,Hispanic,67.2,2019,BRONX
10458,Male,47.1,2017,BRONX
10458,Female,52.9,2017,BRONX
10458,White,21.9,2017,BRONX
10458,Black,23.1,2017,BRONX
10458,Asian,3.6,2017,BRONX
10458,Hispanic,69.1,2017,BRONX
10458,Male,48.1,2018,BRONX
10458,Female,51.9,2018,BRONX
10458,White,20.2,2018,BRONX
10458,Black,22.6,2018,BRONX
10458,Asian,3.8,2018,BRONX
10458,Hispanic,69.8,2018,BRONX
10458,Male,48.2,2019,BRONX
10458,Female,51.8,2019,BRONX
10458,White,18.9,2019,BRONX
10458,Black,21.6,2019,BRONX
10458,Asian,3.8,2019,BRONX
10458,Hispanic,70.9,2019,BRONX
10459,Male,47.9,2017,BRONX
10459,Female,52.1,2017,BRONX
10459,White,13.2,2017,BRONX
10459,Black,35.9,2017,BRONX
10459,Asian,0.9,2017,BRONX
10459,Hispanic,68.3,2017,BRONX
10459,Male,47.6,2018,BRONX
10459,Female,52.4,2018,BRONX
10459,White,13.1,2018,BRONX
10459,Black,36.8,2018,BRONX
10459,Asian,1.0,2018,BRONX
10459,Hispanic,67.9,2018,BRONX
10459,Male,47.8,2019,BRONX
10459,Female,52.2,2019,BRONX
10459,White,14.2,2019,BRONX
10459,Black,35.5,2019,BRONX
10459,Asian,0.8,2019,BRONX
10459,Hispanic,68.8,2019,BRONX
10460,Male,46.9,2017,BRONX
10460,Female,53.1,2017,BRONX
10460,White,15.6,2017,BRONX
10460,Black,31.1,2017,BRONX
10460,Asian,1.6,2017,BRONX
10460,Hispanic,71.2,2017,BRONX
10460,Male,46.5,2018,BRONX
10460,Female,53.5,2018,BRONX
10460,White,17.0,2018,BRONX
10460,Black,32.1,2018,BRONX
10460,Asian,1.9,2018,BRONX
10460,Hispanic,69.5,2018,BRONX
10460,Male,46.8,2019,BRONX
10460,Female,53.2,2019,BRONX
10460,White,20.4,2019,BRONX
10460,Black,36.5,2019,BRONX
10460,Asian,2.2,2019,BRONX
10460,Hispanic,68.8,2019,BRONX
10461,Male,49.5,2017,BRONX
10461,Female,50.5,2017,BRONX
10461,White,50.7,2017,BRONX
10461,Black,11.4,2017,BRONX
10461,Asian,12.4,2017,BRONX
10461,Hispanic,44.8,2017,BRONX
10461,Male,48.7,2018,BRONX
10461,Female,51.3,2018,BRONX
10461,White,51.0,2018,BRONX
10461,Black,11.7,2018,BRONX
10461,Asian,12.2,2018,BRONX
10461,Hispanic,46.6,2018,BRONX
10461,Male,48.4,2019,BRONX
10461,Female,51.6,2019,BRONX
10461,White,51.9,2019,BRONX
10461,Black,12.2,2019,BRONX
10461,Asian,13.3,2019,BRONX
10461,Hispanic,48.2,2019,BRONX
10462,Male,46.3,2017,BRONX
10462,Female,53.7,2017,BRONX
10462,White,26.0,2017,BRONX
10462,Black,30.5,2017,BRONX
10462,Asian,14.3,2017,BRONX
10462,Hispanic,47.8,2017,BRONX
10462,Male,47.0,2018,BRONX
10462,Female,53.0,2018,BRONX
10462,White,26.2,2018,BRONX
10462,Black,31.2,2018,BRONX
10462,Asian,14.6,2018,BRONX
10462,Hispanic,47.5,2018,BRONX
10462,Male,47.5,2019,BRONX
10462,Female,52.5,2019,BRONX
10462,White,26.1,2019,BRONX
10462,Black,31.6,2019,BRONX
10462,Asian,15.4,2019,BRONX
10462,Hispanic,46.0,2019,BRONX
10463,Male,47.3,2017,BRONX
10463,Female,52.7,2017,BRONX
10463,White,47.9,2017,BRONX
10463,Black,18.5,2017,BRONX
10463,Asian,4.1,2017,BRONX
10463,Hispanic,50.2,2017,BRONX
10463,Male,47.1,2018,BRONX
10463,Female,52.9,2018,BRONX
10463,White,49.7,2018,BRONX
10463,Black,18.2,2018,BRONX
10463,Asian,4.7,2018,BRONX
10463,Hispanic,51.1,2018,BRONX
10463,Male,46.8,2019,BRONX
10463,Female,53.2,2019,BRONX
10463,White,51.5,2019,BRONX
10463,Black,19.5,2019,BRONX
10463,Asian,5.1,2019,BRONX
10463,Hispanic,50.2,2019,BRONX
10464,Male,44.0,2017,BRONX
10464,Female,56.0,2017,BRONX
10464,White,80.0,2017,BRONX
10464,Black,1.7,2017,BRONX
10464,Asian,4.8,2017,BRONX
10464,Hispanic,27.9,2017,BRONX
10464,Male,48.8,2018,BRONX
10464,Female,51.2,2018,BRONX
10464,White,82.8,2018,BRONX
10464,Black,2.7,2018,BRONX
10464,Asian,5.8,2018,BRONX
10464,Hispanic,25.2,2018,BRONX
10464,Male,50.1,2019,BRONX
10464,Female,49.9,2019,BRONX
10464,White,71.6,2019,BRONX
10464,Black,0.0,2019,BRONX
10464,Asian,5.0,2019,BRONX
10464,Hispanic,42.0,2019,BRONX
10465,Male,49.0,2017,BRONX
10465,Female,51.0,2017,BRONX
10465,White,63.0,2017,BRONX
10465,Black,13.4,2017,BRONX
10465,Asian,3.8,2017,BRONX
10465,Hispanic,42.0,2017,BRONX
10465,Male,48.4,2018,BRONX
10465,Female,51.6,2018,BRONX
10465,White,62.3,2018,BRONX
10465,Black,14.0,2018,BRONX
10465,Asian,3.5,2018,BRONX
10465,Hispanic,44.3,2018,BRONX
10465,Male,48.9,2019,BRONX
10465,Female,51.1,2019,BRONX
10465,White,61.9,2019,BRONX
10465,Black,15.4,2019,BRONX
10465,Asian,3.2,2019,BRONX
10465,Hispanic,46.1,2019,BRONX
10466,Male,45.0,2017,BRONX
10466,Female,55.0,2017,BRONX
10466,White,11.1,2017,BRONX
10466,Black,74.3,2017,BRONX
10466,Asian,3.5,2017,BRONX
10466,Hispanic,22.7,2017,BRONX
10466,Male,43.9,2018,BRONX
10466,Female,56.1,2018,BRONX
10466,White,12.4,2018,BRONX
10466,Black,75.0,2018,BRONX
10466,Asian,3.8,2018,BRONX
10466,Hispanic,22.0,2018,BRONX
10466,Male,44.4,2019,BRONX
10466,Female,55.6,2019,BRONX
10466,White,13.4,2019,BRONX
10466,Black,73.2,2019,BRONX
10466,Asian,3.5,2019,BRONX
10466,Hispanic,23.5,2019,BRONX
10467,Male,48.3,2017,BRONX
10467,Female,51.7,2017,BRONX
10467,White,23.7,2017,BRONX
10467,Black,37.6,2017,BRONX
10467,Asian,6.7,2017,BRONX
10467,Hispanic,52.3,2017,BRONX
10467,Male,48.0,2018,BRONX
10467,Female,52.0,2018,BRONX
10467,White,25.3,2018,BRONX
10467,Black,37.5,2018,BRONX
10467,Asian,6.8,2018,BRONX
10467,Hispanic,52.3,2018,BRONX
10467,Male,47.4,2019,BRONX
10467,Female,52.6,2019,BRONX
10467,White,26.6,2019,BRONX
10467,Black,38.0,2019,BRONX
10467,Asian,6.8,2019,BRONX
10467,Hispanic,52.1,2019,BRONX
10468,Male,47.2,2017,BRONX
