BOROUGH,Zip Code,MonthYear,Evictions
BROOKLYN,11203,2017-03,30
BROOKLYN,11203,2017-04,24
BROOKLYN,11203,2017-05,38
BROOKLYN,11203,2017-06,21
BROOKLYN,11203,2017-07,24
BROOKLYN,11203,2017-08,21
BROOKLYN,11203,2017-09,20
BROOKLYN,11203,2017-10,36
BROOKLYN,11203,2017-11,19
BROOKLYN,11203,2017-12,21
BROOKLYN,11203,2018-01,16
BROOKLYN,11203,2018-02,21
BROOKLYN,11203,2018-03,34
BROOKLYN,11203,2018-04,35
BROOKLYN,11203,2018-05,19
BROOKLYN,11203,2018-06,18
BROOKLYN,11203,2018-07,20
BROOKLYN,11203,2018-08,35
BROOKLYN,11203,2018-09,25
BROOKLYN,11203,2018-10,33
BROOKLYN,11203,2018-11,18
BROOKLYN,11203,2018-12,19
BROOKLYN,11203,2019-01,34
BROOKLYN,11203,2019-02,14
BROOKLYN,11203,2019-03,19
BROOKLYN,11203,2019-04,16
BROOKLYN,11203,2019-05,25
BROOKLYN,11203,2019-06,25
BROOKLYN,11203,2019-07,24
BROOKLYN,11203,2019-08,27
BROOKLYN,11203,2019-09,36
BROOKLYN,11203,2019-10,13
BROOKLYN,11203,2019-11,11
BROOKLYN,11203,2019-12,21
BROOKLYN,11204,2017-01,5
BROOKLYN,11204,2017-02,5
BROOKLYN,11204,2017-03,5
BROOKLYN,11204,2017-04,5
BROOKLYN,11204,2017-05,6
BROOKLYN,11204,2017-06,9
BROOKLYN,11204,2017-07,6
BROOKLYN,11204,2017-08,6
BROOKLYN,11204,2017-09,6
BROOKLYN,11204,2017-10,3
BROOKLYN,11204,2017-11,4
BROOKLYN,11204,2017-12,9
BROOKLYN,11204,2018-01,10
BROOKLYN,11204,2018-02,4
BROOKLYN,11204,2018-03,7
BROOKLYN,11204,2018-04,8
BROOKLYN,11204,2018-05,3
BROOKLYN,11204,2018-06,4
BROOKLYN,11204,2018-07,7
BROOKLYN,11204,2018-08,3
BROOKLYN,11204,2018-09,11
BROOKLYN,11204,2018-10,3
BROOKLYN,11204,2018-11,5
BROOKLYN,11204,2018-12,6
BROOKLYN,11204,2019-01,9
BROOKLYN,11204,2019-02,5
BROOKLYN,11204,2019-03,8
BROOKLYN,11204,2019-04,7
BROOKLYN,11204,2019-05,2
BROOKLYN,11204,2019-06,4
BROOKLYN,11204,2019-07,5
BROOKLYN,11204,2019-08,2
BROOKLYN,11204,2019-09,7
BROOKLYN,11204,2019-10,2
BROOKLYN,11204,2019-11,2
BROOKLYN,11204,2019-12,3
BROOKLYN,11205,2017-01,7
BROOKLYN,11205,2017-03,12
BROOKLYN,11205,2017-04,10
BROOKLYN,11205,2017-05,8
BROOKLYN,11205,2017-06,7
BROOKLYN,11205,2017-07,8
BROOKLYN,11205,2017-08,4
BROOKLYN,11205,2017-09,5
BROOKLYN,11205,2017-10,4
BROOKLYN,11205,2017-11,3
BROOKLYN,11205,2017-12,11
BROOKLYN,11205,2018-01,7
BROOKLYN,11205,2018-02,8
BROOKLYN,11205,2018-03,9
BROOKLYN,11205,2018-04,6
BROOKLYN,11205,2018-05,7
BROOKLYN,11205,2018-06,9
BROOKLYN,11205,2018-07,7
BROOKLYN,11205,2018-08,6
BROOKLYN,11205,2018-09,5
BROOKLYN,11205,2018-10,4
BROOKLYN,11205,2018-11,1
BROOKLYN,11205,2018-12,1
BROOKLYN,11205,2019-01,9
BROOKLYN,11205,2019-02,10
BROOKLYN,11205,2019-03,5
BROOKLYN,11205,2019-04,1
BROOKLYN,11205,2019-05,6
BROOKLYN,11205,2019-06,6
BROOKLYN,11205,2019-07,4
BROOKLYN,11205,2019-08,5
BROOKLYN,11205,2019-09,3
BROOKLYN,11205,2019-10,7
BROOKLYN,11205,2019-11,2
BROOKLYN,11205,2019-12,2
BROOKLYN,11206,2017-01,13
BROOKLYN,11206,2017-02,11
BROOKLYN,11206,2017-03,21
BROOKLYN,11206,2017-04,8
BROOKLYN,11206,2017-05,18
BROOKLYN,11206,2017-06,8
BROOKLYN,11206,2017-07,2
BROOKLYN,11206,2017-08,11
BROOKLYN,11206,2017-09,13
BROOKLYN,11206,2017-10,13
BROOKLYN,11206,2017-11,10
BROOKLYN,11206,2017-12,7
BROOKLYN,11206,2018-01,14
BROOKLYN,11206,2018-02,3
BROOKLYN,11206,2018-03,8
BROOKLYN,11206,2018-04,12
BROOKLYN,11206,2018-05,14
BROOKLYN,11206,2018-06,13
BROOKLYN,11206,2018-07,16
BROOKLYN,11206,2018-08,13
BROOKLYN,11206,2018-09,7
BROOKLYN,11206,2018-10,14
BROOKLYN,11206,2018-11,6
BROOKLYN,11206,2018-12,7
BROOKLYN,11206,2019-01,10
BROOKLYN,11206,2019-02,11
BROOKLYN,11206,2019-03,9
BROOKLYN,11206,2019-04,9
BROOKLYN,11206,2019-05,18
BROOKLYN,11206,2019-06,12
BROOKLYN,11206,2019-07,10
BROOKLYN,11206,2019-08,12
BROOKLYN,11206,2019-09,10
BROOKLYN,11206,2019-10,9
BROOKLYN,11206,2019-11,15
BROOKLYN,11206,2019-12,4
BROOKLYN,11207,2017-01,35
BROOKLYN,11207,2017-02,33
BROOKLYN,11207,2017-03,37
BROOKLYN,11207,2017-04,46
BROOKLYN,11207,2017-05,41
BROOKLYN,11207,2017-06,44
BROOKLYN,11207,2017-07,29
BROOKLYN,11207,2017-08,30
BROOKLYN,11207,2017-09,30
BROOKLYN,11207,2017-10,25
BROOKLYN,11207,2017-11,27
BROOKLYN,11207,2017-12,29
BROOKLYN,11207,2018-01,35
BROOKLYN,11207,2018-02,34
BROOKLYN,11207,2018-03,31
BROOKLYN,11207,2018-04,48
BROOKLYN,11207,2018-05,43
BROOKLYN,11207,2018-06,30
BROOKLYN,11207,2018-07,36
BROOKLYN,11207,2018-08,40
BROOKLYN,11207,2018-09,36
BROOKLYN,11207,2018-10,45
BROOKLYN,11207,2018-11,36
BROOKLYN,11207,2018-12,30
BROOKLYN,11207,2019-01,34
BROOKLYN,11207,2019-02,32
BROOKLYN,11207,2019-03,34
BROOKLYN,11207,2019-04,26
BROOKLYN,11207,2019-05,29
BROOKLYN,11207,2019-06,25
BROOKLYN,11207,2019-07,43
BROOKLYN,11207,2019-08,34
BROOKLYN,11207,2019-09,38
BROOKLYN,11207,2019-10,34
BROOKLYN,11207,2019-11,20
BROOKLYN,11207,2019-12,13
BROOKLYN,11208,2017-01,45
BROOKLYN,11208,2017-02,37
BROOKLYN,11208,2017-03,28
BROOKLYN,11208,2017-04,22
BROOKLYN,11208,2017-05,34
BROOKLYN,11208,2017-06,46
BROOKLYN,11208,2017-07,30
BROOKLYN,11208,2017-08,54
BROOKLYN,11208,2017-09,34
BROOKLYN,11208,2017-10,32
BROOKLYN,11208,2017-11,35
BROOKLYN,11208,2017-12,20
BROOKLYN,11208,2018-01,50
BROOKLYN,11208,2018-02,47
BROOKLYN,11208,2018-03,41
BROOKLYN,11208,2018-04,37
BROOKLYN,11208,2018-05,46
BROOKLYN,11208,2018-06,39
BROOKLYN,11208,2018-07,45
BROOKLYN,11208,2018-08,45
BROOKLYN,11208,2018-09,28
BROOKLYN,11208,2018-10,45
BROOKLYN,11208,2018-11,32
BROOKLYN,11208,2018-12,17
BROOKLYN,11208,2019-01,43
BROOKLYN,11208,2019-02,33
BROOKLYN,11208,2019-03,23
BROOKLYN,11208,2019-04,17
BROOKLYN,11208,2019-05,52
BROOKLYN,11208,2019-06,33
BROOKLYN,11208,2019-07,24
BROOKLYN,11208,2019-08,29
BROOKLYN,11208,2019-09,34
BROOKLYN,11208,2019-10,38
BROOKLYN,11208,2019-11,21
BROOKLYN,11208,2019-12,13
BROOKLYN,11209,2017-01,8
BROOKLYN,11209,2017-02,6
BROOKLYN,11209,2017-03,11
BROOKLYN,11209,2017-04,6
BROOKLYN,11209,2017-05,8
BROOKLYN,11209,2017-06,20
BROOKLYN,11209,2017-07,8
BROOKLYN,11209,2017-08,8
BROOKLYN,11209,2017-09,7
BROOKLYN,11209,2017-10,9
BROOKLYN,11209,2017-11,12
BROOKLYN,11209,2017-12,9
BROOKLYN,11209,2018-01,13
BROOKLYN,11209,2018-02,6
BROOKLYN,11209,2018-03,14
BROOKLYN,11209,2018-04,10
BROOKLYN,11209,2018-05,9
BROOKLYN,11209,2018-06,8
BROOKLYN,11209,2018-07,8
BROOKLYN,11209,2018-08,13
BROOKLYN,11209,2018-09,12
BROOKLYN,11209,2018-10,10
BROOKLYN,11209,2018-11,7
BROOKLYN,11209,2018-12,6
BROOKLYN,11209,2019-01,9
BROOKLYN,11209,2019-02,3
BROOKLYN,11209,2019-03,7
BROOKLYN,11209,2019-04,11
BROOKLYN,11209,2019-05,7
BROOKLYN,11209,2019-06,12
BROOKLYN,11209,2019-07,9
BROOKLYN,11209,2019-08,7
BROOKLYN,11209,2019-09,9
BROOKLYN,11209,2019-10,2
BROOKLYN,11209,2019-11,4
BROOKLYN,11209,2019-12,6
BROOKLYN,11210,2017-01,16
BROOKLYN,11210,2017-02,13
BROOKLYN,11210,2017-03,16
BROOKLYN,11210,2017-04,20
BROOKLYN,11210,2017-05,24
BROOKLYN,11210,2017-06,21
BROOKLYN,11210,2017-07,15
BROOKLYN,11210,2017-08,18
BROOKLYN,11210,2017-09,10
BROOKLYN,11210,2017-10,24
BROOKLYN,11210,2017-11,25
BROOKLYN,11210,2017-12,15
BROOKLYN,11210,2018-01,37
BROOKLYN,11210,2018-02,13
BROOKLYN,11210,2018-03,29
BROOKLYN,11210,2018-04,20
BROOKLYN,11210,2018-05,31
BROOKLYN,11210,2018-06,19
BROOKLYN,11210,2018-07,13
BROOKLYN,11210,2018-08,22
BROOKLYN,11210,2018-09,21
BROOKLYN,11210,2018-10,23
BROOKLYN,11210,2018-11,16
BROOKLYN,11210,2018-12,6
BROOKLYN,11210,2019-01,20
BROOKLYN,11210,2019-02,6
BROOKLYN,11210,2019-03,12
BROOKLYN,11210,2019-04,13
BROOKLYN,11210,2019-05,13
BROOKLYN,11210,2019-06,16
BROOKLYN,11210,2019-07,22
BROOKLYN,11210,2019-08,11
BROOKLYN,11210,2019-09,16
BROOKLYN,11210,2019-10,11
BROOKLYN,11210,2019-11,8
BROOKLYN,11210,2019-12,10
BROOKLYN,11211,2017-01,3
BROOKLYN,11211,2017-02,2
BROOKLYN,11211,2017-03,8
BROOKLYN,11211,2017-04,5
BROOKLYN,11211,2017-05,4
BROOKLYN,11211,2017-06,6
BROOKLYN,11211,2017-08,6
BROOKLYN,11211,2017-09,6
BROOKLYN,11211,2017-10,4
BROOKLYN,11211,2017-11,8
BROOKLYN,11211,2017-12,5
BROOKLYN,11211,2018-01,5
BROOKLYN,11211,2018-02,5
BROOKLYN,11211,2018-03,4
BROOKLYN,11211,2018-04,1
BROOKLYN,11211,2018-05,7
BROOKLYN,11211,2018-06,6
BROOKLYN,11211,2018-07,7
BROOKLYN,11211,2018-08,4
BROOKLYN,11211,2018-09,5
BROOKLYN,11211,2018-10,6
BROOKLYN,11211,2018-11,1
BROOKLYN,11211,2018-12,7
BROOKLYN,11211,2019-01,5
BROOKLYN,11211,2019-02,7
BROOKLYN,11211,2019-03,1
BROOKLYN,11211,2019-04,4
BROOKLYN,11211,2019-05,5
BROOKLYN,11211,2019-06,3
BROOKLYN,11211,2019-07,4
BROOKLYN,11211,2019-08,3
BROOKLYN,11211,2019-09,10
BROOKLYN,11211,2019-10,7
BROOKLYN,11211,2019-11,5
BROOKLYN,11211,2019-12,3
BROOKLYN,11212,2017-01,54
BROOKLYN,11212,2017-02,41
BROOKLYN,11212,2017-03,42
BROOKLYN,11212,2017-04,29
BROOKLYN,11212,2017-05,28
BROOKLYN,11212,2017-06,39
BROOKLYN,11212,2017-07,43
BROOKLYN,11212,2017-08,67
BROOKLYN,11212,2017-09,32
BROOKLYN,11212,2017-10,34
BROOKLYN,11212,2017-11,31
BROOKLYN,11212,2017-12,31
BROOKLYN,11212,2018-01,32
BROOKLYN,11212,2018-02,34
BROOKLYN,11212,2018-03,39
BROOKLYN,11212,2018-04,38
BROOKLYN,11212,2018-05,28
BROOKLYN,11212,2018-06,40
BROOKLYN,11212,2018-07,34
BROOKLYN,11212,2018-08,32
BROOKLYN,11212,2018-09,36
BROOKLYN,11212,2018-10,33
BROOKLYN,11212,2018-11,24
BROOKLYN,11212,2018-12,23
BROOKLYN,11212,2019-01,30
BROOKLYN,11212,2019-02,18
BROOKLYN,11212,2019-03,29
BROOKLYN,11212,2019-04,24
BROOKLYN,11212,2019-05,41
BROOKLYN,11212,2019-06,22
BROOKLYN,11212,2019-07,27
BROOKLYN,11212,2019-08,31
BROOKLYN,11212,2019-09,46
BROOKLYN,11212,2019-10,45
BROOKLYN,11212,2019-11,27
BROOKLYN,11212,2019-12,27
BROOKLYN,11213,2017-01,27
BROOKLYN,11213,2017-02,30
BROOKLYN,11213,2017-03,31
BROOKLYN,11213,2017-04,16
BROOKLYN,11213,2017-05,29
BROOKLYN,11213,2017-06,28
BROOKLYN,11213,2017-07,13
BROOKLYN,11213,2017-08,26
BROOKLYN,11213,2017-09,30
BROOKLYN,11213,2017-10,21
BROOKLYN,11213,2017-11,19
BROOKLYN,11213,2017-12,20
BROOKLYN,11213,2018-01,30
BROOKLYN,11213,2018-02,30
BROOKLYN,11213,2018-03,19
BROOKLYN,11213,2018-04,24
BROOKLYN,11213,2018-05,21
BROOKLYN,11213,2018-06,26
BROOKLYN,11213,2018-07,21
BROOKLYN,11213,2018-08,20
BROOKLYN,11213,2018-09,15
BROOKLYN,11213,2018-10,27
BROOKLYN,11213,2018-11,30
BROOKLYN,11213,2018-12,14
BROOKLYN,11213,2019-01,21
BROOKLYN,11213,2019-02,18
BROOKLYN,11213,2019-03,27
BROOKLYN,11213,2019-04,19
BROOKLYN,11213,2019-05,20
BROOKLYN,11213,2019-06,27
BROOKLYN,11213,2019-07,16
BROOKLYN,11213,2019-08,16
BROOKLYN,11213,2019-09,28
BROOKLYN,11213,2019-10,18
BROOKLYN,11213,2019-11,15
BROOKLYN,11213,2019-12,16
BROOKLYN,11214,2017-01,14
BROOKLYN,11214,2017-02,16
BROOKLYN,11214,2017-03,14
BROOKLYN,11214,2017-04,8
BROOKLYN,11214,2017-05,10
BROOKLYN,11214,2017-06,12
BROOKLYN,11214,2017-07,9
BROOKLYN,11214,2017-08,8
BROOKLYN,11214,2017-09,4
BROOKLYN,11214,2017-10,10
BROOKLYN,11214,2017-11,2
BROOKLYN,11214,2017-12,4
BROOKLYN,11214,2018-01,12
BROOKLYN,11214,2018-02,3
BROOKLYN,11214,2018-03,12
BROOKLYN,11214,2018-04,15
BROOKLYN,11214,2018-05,15
BROOKLYN,11214,2018-06,8
BROOKLYN,11214,2018-07,5
BROOKLYN,11214,2018-08,7
BROOKLYN,11214,2018-09,5
BROOKLYN,11214,2018-10,12
BROOKLYN,11214,2018-11,13
BROOKLYN,11214,2018-12,10
BROOKLYN,11214,2019-01,16
BROOKLYN,11214,2019-02,11
BROOKLYN,11214,2019-03,4
BROOKLYN,11214,2019-04,4
BROOKLYN,11214,2019-05,7
BROOKLYN,11214,2019-06,11
BROOKLYN,11214,2019-07,3
BROOKLYN,11214,2019-08,11
BROOKLYN,11214,2019-09,8
BROOKLYN,11214,2019-10,6
BROOKLYN,11214,2019-11,4
BROOKLYN,11214,2019-12,4
BROOKLYN,11215,2017-01,4
BROOKLYN,11215,2017-03,1
BROOKLYN,11215,2017-05,1
BROOKLYN,11215,2017-06,2
BROOKLYN,11215,2017-07,3
BROOKLYN,11215,2017-08,2
BROOKLYN,11215,2017-09,1
BROOKLYN,11215,2017-10,1
BROOKLYN,11215,2017-11,1
BROOKLYN,11215,2018-01,1
BROOKLYN,11215,2018-02,1
BROOKLYN,11215,2018-03,3
BROOKLYN,11215,2018-04,1
BROOKLYN,11215,2018-05,7
BROOKLYN,11215,2018-06,2
BROOKLYN,11215,2018-07,3
BROOKLYN,11215,2018-08,2
BROOKLYN,11215,2018-09,2
BROOKLYN,11215,2018-10,4
BROOKLYN,11215,2018-11,1
BROOKLYN,11215,2018-12,4
BROOKLYN,11215,2019-01,3
BROOKLYN,11215,2019-02,2
BROOKLYN,11215,2019-03,2
BROOKLYN,11215,2019-04,7
BROOKLYN,11215,2019-06,1
BROOKLYN,11215,2019-07,3
BROOKLYN,11215,2019-08,7
BROOKLYN,11215,2019-09,1
BROOKLYN,11215,2019-11,3
BROOKLYN,11216,2017-01,18
BROOKLYN,11216,2017-02,9
BROOKLYN,11216,2017-03,17
BROOKLYN,11216,2017-04,8
BROOKLYN,11216,2017-05,15
BROOKLYN,11216,2017-06,16
BROOKLYN,11216,2017-07,15
BROOKLYN,11216,2017-08,18
BROOKLYN,11216,2017-09,14
BROOKLYN,11216,2017-10,10
BROOKLYN,11216,2017-11,11
BROOKLYN,11216,2017-12,11
BROOKLYN,11216,2018-01,25
BROOKLYN,11216,2018-02,12
BROOKLYN,11216,2018-03,9
BROOKLYN,11216,2018-04,11
BROOKLYN,11216,2018-05,12
BROOKLYN,11216,2018-06,6
BROOKLYN,11216,2018-07,11
BROOKLYN,11216,2018-08,10
BROOKLYN,11216,2018-09,17
BROOKLYN,11216,2018-10,19
BROOKLYN,11216,2018-11,9
BROOKLYN,11216,2018-12,7
BROOKLYN,11216,2019-01,18
BROOKLYN,11216,2019-02,10
BROOKLYN,11216,2019-03,10
BROOKLYN,11216,2019-04,18
BROOKLYN,11216,2019-05,15
BROOKLYN,11216,2019-06,12
BROOKLYN,11216,2019-07,19
BROOKLYN,11216,2019-08,8
BROOKLYN,11216,2019-09,20
BROOKLYN,11216,2019-10,15
BROOKLYN,11216,2019-11,12
BROOKLYN,11216,2019-12,10
BROOKLYN,11217,2017-01,2
BROOKLYN,11217,2017-02,4
BROOKLYN,11217,2017-03,2
BROOKLYN,11217,2017-04,5
BROOKLYN,11217,2017-05,5
BROOKLYN,11217,2017-06,4
BROOKLYN,11217,2017-07,1
BROOKLYN,11217,2017-08,1
BROOKLYN,11217,2017-09,1
BROOKLYN,11217,2017-10,3
BROOKLYN,11217,2017-11,7
BROOKLYN,11217,2017-12,1
BROOKLYN,11217,2018-01,5
BROOKLYN,11217,2018-02,5
BROOKLYN,11217,2018-03,5
BROOKLYN,11217,2018-04,3
BROOKLYN,11217,2018-05,7
BROOKLYN,11217,2018-06,6
BROOKLYN,11217,2018-07,5
BROOKLYN,11217,2018-08,1
BROOKLYN,11217,2018-09,2
BROOKLYN,11217,2018-10,5
BROOKLYN,11217,2018-11,3
BROOKLYN,11217,2018-12,1
BROOKLYN,11217,2019-01,3
BROOKLYN,11217,2019-02,2
BROOKLYN,11217,2019-03,2
BROOKLYN,11217,2019-04,3
BROOKLYN,11217,2019-05,11
BROOKLYN,11217,2019-06,8
BROOKLYN,11217,2019-07,3
BROOKLYN,11217,2019-08,3
BROOKLYN,11217,2019-09,4
BROOKLYN,11217,2019-10,3
BROOKLYN,11217,2019-11,2
BROOKLYN,11217,2019-12,4
BROOKLYN,11218,2017-01,6
BROOKLYN,11218,2017-02,3
BROOKLYN,11218,2017-03,11
BROOKLYN,11218,2017-04,6
BROOKLYN,11218,2017-05,8
BROOKLYN,11218,2017-06,5
BROOKLYN,11218,2017-07,9
BROOKLYN,11218,2017-08,11
BROOKLYN,11218,2017-09,8
BROOKLYN,11218,2017-10,4
BROOKLYN,11218,2017-11,9
BROOKLYN,11218,2017-12,2
BROOKLYN,11218,2018-01,6
BROOKLYN,11218,2018-02,7
BROOKLYN,11218,2018-03,7
BROOKLYN,11218,2018-04,4
BROOKLYN,11218,2018-05,4
BROOKLYN,11218,2018-06,14
BROOKLYN,11218,2018-07,7
BROOKLYN,11218,2018-08,5
BROOKLYN,11218,2018-09,5
BROOKLYN,11218,2018-10,3
BROOKLYN,11218,2018-11,9
BROOKLYN,11218,2018-12,3
BROOKLYN,11218,2019-01,9
BROOKLYN,11218,2019-02,3
BROOKLYN,11218,2019-03,1
BROOKLYN,11218,2019-05,2
BROOKLYN,11218,2019-06,1
BROOKLYN,11218,2019-07,7
BROOKLYN,11218,2019-08,6
BROOKLYN,11218,2019-09,4
BROOKLYN,11218,2019-10,4
BROOKLYN,11218,2019-11,4
BROOKLYN,11218,2019-12,2
BROOKLYN,11219,2017-01,7
BROOKLYN,11219,2017-02,3
BROOKLYN,11219,2017-03,4
BROOKLYN,11219,2017-04,6
BROOKLYN,11219,2017-05,1
BROOKLYN,11219,2017-06,8
BROOKLYN,11219,2017-07,8
BROOKLYN,11219,2017-08,3
BROOKLYN,11219,2017-09,6
BROOKLYN,11219,2017-10,1
BROOKLYN,11219,2017-11,5
BROOKLYN,11219,2017-12,8
BROOKLYN,11219,2018-01,4
BROOKLYN,11219,2018-02,3
BROOKLYN,11219,2018-03,8
BROOKLYN,11219,2018-04,6
BROOKLYN,11219,2018-05,9
BROOKLYN,11219,2018-06,5
BROOKLYN,11219,2018-07,5
BROOKLYN,11219,2018-08,9
BROOKLYN,11219,2018-09,2
BROOKLYN,11219,2018-10,4
BROOKLYN,11219,2018-12,1
BROOKLYN,11219,2019-01,3
BROOKLYN,11219,2019-02,3
BROOKLYN,11219,2019-04,5
BROOKLYN,11219,2019-05,2
BROOKLYN,11219,2019-06,12
BROOKLYN,11219,2019-07,7
BROOKLYN,11219,2019-08,10
BROOKLYN,11219,2019-09,6
BROOKLYN,11219,2019-10,4
BROOKLYN,11219,2019-11,3
BROOKLYN,11220,2017-01,9
BROOKLYN,11220,2017-02,10
BROOKLYN,11220,2017-03,6
BROOKLYN,11220,2017-04,7
BROOKLYN,11220,2017-05,7
BROOKLYN,11220,2017-06,9
BROOKLYN,11220,2017-07,9
BROOKLYN,11220,2017-08,5
BROOKLYN,11220,2017-09,5
BROOKLYN,11220,2017-10,11
BROOKLYN,11220,2017-11,8
BROOKLYN,11220,2017-12,2
BROOKLYN,11220,2018-01,8
BROOKLYN,11220,2018-02,8
BROOKLYN,11220,2018-03,10
BROOKLYN,11220,2018-04,6
BROOKLYN,11220,2018-05,11
BROOKLYN,11220,2018-06,9
BROOKLYN,11220,2018-07,8
BROOKLYN,11220,2018-08,7
BROOKLYN,11220,2018-09,6
BROOKLYN,11220,2018-10,8
BROOKLYN,11220,2018-11,3
BROOKLYN,11220,2018-12,5
BROOKLYN,11220,2019-01,9
BROOKLYN,11220,2019-02,7
BROOKLYN,11220,2019-03,9
BROOKLYN,11220,2019-04,13
BROOKLYN,11220,2019-05,3
BROOKLYN,11220,2019-06,8
BROOKLYN,11220,2019-07,6
BROOKLYN,11220,2019-08,4
BROOKLYN,11220,2019-09,4
BROOKLYN,11220,2019-10,5
BROOKLYN,11220,2019-11,5
BROOKLYN,11220,2019-12,5
BROOKLYN,11221,2017-01,24
BROOKLYN,11221,2017-02,23
BROOKLYN,11221,2017-03,25
BROOKLYN,11221,2017-04,24
BROOKLYN,11221,2017-05,30
BROOKLYN,11221,2017-06,20
BROOKLYN,11221,2017-07,21
BROOKLYN,11221,2017-08,31
BROOKLYN,11221,2017-09,17
BROOKLYN,11221,2017-10,16
BROOKLYN,11221,2017-11,35
BROOKLYN,11221,2017-12,18
BROOKLYN,11221,2018-01,30
BROOKLYN,11221,2018-02,10
BROOKLYN,11221,2018-03,19
BROOKLYN,11221,2018-04,21
BROOKLYN,11221,2018-05,24
BROOKLYN,11221,2018-06,14
BROOKLYN,11221,2018-07,18
BROOKLYN,11221,2018-08,32
BROOKLYN,11221,2018-09,11
BROOKLYN,11221,2018-10,9
BROOKLYN,11221,2018-11,15
BROOKLYN,11221,2018-12,6
BROOKLYN,11221,2019-01,19
BROOKLYN,11221,2019-02,17
BROOKLYN,11221,2019-03,18
BROOKLYN,11221,2019-04,25
BROOKLYN,11221,2019-05,27
BROOKLYN,11221,2019-06,26
BROOKLYN,11221,2019-07,20
BROOKLYN,11221,2019-08,9
BROOKLYN,11221,2019-09,22
BROOKLYN,11221,2019-10,9
BROOKLYN,11221,2019-11,16
BROOKLYN,11221,2019-12,15
BROOKLYN,11222,2017-01,5
BROOKLYN,11222,2017-02,5
BROOKLYN,11222,2017-03,7
BROOKLYN,11222,2017-04,1
BROOKLYN,11222,2017-05,1
BROOKLYN,11222,2017-06,2
BROOKLYN,11222,2017-07,3
BROOKLYN,11222,2017-08,4
BROOKLYN,11222,2017-09,4
BROOKLYN,11222,2017-10,3
BROOKLYN,11222,2017-11,1
BROOKLYN,11222,2017-12,1
BROOKLYN,11222,2018-01,2
BROOKLYN,11222,2018-02,5
BROOKLYN,11222,2018-03,3
BROOKLYN,11222,2018-04,4
BROOKLYN,11222,2018-05,2
BROOKLYN,11222,2018-06,2
BROOKLYN,11222,2018-09,2
BROOKLYN,11222,2018-10,1
BROOKLYN,11222,2018-11,2
BROOKLYN,11222,2018-12,3
BROOKLYN,11222,2019-01,1
BROOKLYN,11222,2019-02,1
BROOKLYN,11222,2019-03,2
BROOKLYN,11222,2019-04,2
BROOKLYN,11222,2019-05,1
BROOKLYN,11222,2019-06,2
BROOKLYN,11222,2019-07,3
BROOKLYN,11222,2019-08,3
BROOKLYN,11222,2019-09,3
BROOKLYN,11222,2019-10,2
BROOKLYN,11222,2019-11,1
BROOKLYN,11223,2017-01,7
BROOKLYN,11223,2017-02,5
BROOKLYN,11223,2017-03,10
BROOKLYN,11223,2017-04,15
BROOKLYN,11223,2017-05,10
BROOKLYN,11223,2017-06,7
BROOKLYN,11223,2017-07,5
BROOKLYN,11223,2017-08,6
BROOKLYN,11223,2017-09,6
BROOKLYN,11223,2017-10,9
BROOKLYN,11223,2017-11,2
BROOKLYN,11223,2017-12,5
BROOKLYN,11223,2018-01,10
BROOKLYN,11223,2018-02,4
BROOKLYN,11223,2018-03,7
BROOKLYN,11223,2018-04,5
BROOKLYN,11223,2018-05,6
BROOKLYN,11223,2018-06,10
BROOKLYN,11223,2018-07,11
BROOKLYN,11223,2018-08,9
BROOKLYN,11223,2018-09,5
BROOKLYN,11223,2018-10,12
BROOKLYN,11223,2018-11,13
BROOKLYN,11223,2018-12,3
BROOKLYN,11223,2019-01,18
BROOKLYN,11223,2019-02,6
BROOKLYN,11223,2019-03,13
BROOKLYN,11223,2019-04,9
BROOKLYN,11223,2019-05,5
BROOKLYN,11223,2019-06,6
BROOKLYN,11223,2019-07,8
BROOKLYN,11223,2019-08,5
BROOKLYN,11223,2019-09,6
BROOKLYN,11223,2019-10,8
BROOKLYN,11223,2019-11,1
BROOKLYN,11223,2019-12,7
BROOKLYN,11224,2017-01,10
BROOKLYN,11224,2017-02,9
BROOKLYN,11224,2017-03,7
BROOKLYN,11224,2017-04,12
BROOKLYN,11224,2017-05,10
BROOKLYN,11224,2017-06,4
BROOKLYN,11224,2017-07,8
BROOKLYN,11224,2017-08,5
BROOKLYN,11224,2017-09,9
BROOKLYN,11224,2017-10,16
BROOKLYN,11224,2017-11,10
BROOKLYN,11224,2017-12,7
BROOKLYN,11224,2018-01,9
BROOKLYN,11224,2018-02,7
BROOKLYN,11224,2018-03,3
BROOKLYN,11224,2018-04,9
BROOKLYN,11224,2018-05,5
BROOKLYN,11224,2018-06,15
BROOKLYN,11224,2018-07,11
BROOKLYN,11224,2018-08,10
BROOKLYN,11224,2018-09,9
BROOKLYN,11224,2018-10,14
BROOKLYN,11224,2018-11,2
BROOKLYN,11224,2018-12,6
BROOKLYN,11224,2019-01,8
BROOKLYN,11224,2019-02,10
BROOKLYN,11224,2019-03,10
BROOKLYN,11224,2019-04,8
BROOKLYN,11224,2019-05,10
BROOKLYN,11224,2019-06,7
BROOKLYN,11224,2019-07,13
BROOKLYN,11224,2019-08,11
BROOKLYN,11224,2019-09,5
BROOKLYN,11224,2019-10,16
BROOKLYN,11224,2019-11,8
BROOKLYN,11224,2019-12,1
BROOKLYN,11225,2017-01,26
